avg_price,total_spent,purchase_count,fav_category,label
789.2745947008829,4578.724734701001,7,1,1
1052.03480710314,9548.098745295478,8,0,2
2535.322065397483,16140.269480054025,6,0,2
995.0125244417244,11389.391626210652,12,0,1
980.7769912015715,3509.3933744923347,4,0,1
1501.7057833102442,10331.45456381489,8,1,2
650.5260603735799,3214.403106952258,6,1,1
654.4982105020708,5994.769319444349,10,1,1
1221.500636792803,1016.0469478126028,1,1,2
88.0132234541819,1391.2932073813658,15,2,0
1091.3245708734123,7299.497613815103,6,0,2
60.235695973559494,560.6832717641423,11,0,0
763.5126551726436,5603.804792539321,9,1,1
2031.7977924888426,16470.074560428475,9,1,2
1188.4597288922005,2508.820340289192,2,1,2
2423.434239843593,22167.129611123328,8,0,2
196.78915631279784,647.4240366120672,3,2,0
2832.1166626036556,16144.551187472092,5,1,2
1983.2206685949086,8903.286704071546,4,1,2
158.4031669358228,2733.5324613816592,19,2,0
581.3090950706614,7681.494675904444,14,0,1
90.37720770830951,1247.3258966527408,13,2,0
510.88827250614196,905.1055920710227,2,1,1
700.6847349402877,1955.9516522410213,3,1,1
140.4488067683232,1163.9635377513982,9,2,0
133.74248305210827,151.73058899819816,1,0,0
95.4011196783581,385.05903347225023,4,2,0
2118.484457401903,10347.139576823049,6,1,2
1113.8264042569017,8240.899493072397,8,1,2
1127.9450848165466,6175.410108067648,5,0,2
860.4625762416861,4105.0423375731925,5,0,1
48.76501643161693,50.17838135133732,1,2,0
481.1920244753499,1975.4204640634732,4,0,1
624.7587220376561,6187.944806634652,10,0,1
502.495637260225,3482.9984730253436,8,2,1
68.11648972023535,1171.6639727589547,17,2,0
1494.5341661588889,10695.569097080954,7,0,2
983.8228442716645,10583.696737331451,11,1,1
1372.2775082084777,7679.537127044097,6,0,2
136.46578268089436,115.82301338475797,1,2,0
100.30394459992503,430.0849981575225,5,2,0
23.448575156607312,234.6163003441037,12,2,0
61.1281064038529,379.3798128767935,6,2,0
1201.62275560356,8205.553877008584,8,1,2
155.9613759735384,178.45914142139037,1,2,0
54.1178135885607,175.77938442880256,4,0,0
1328.5067745085332,1569.8211445504999,1,0,2
684.6191482259478,1484.45104114323,2,2,1
797.644113033005,898.1705931825934,1,0,1
2188.5888560276408,11595.864271193106,6,1,2
802.2627730355206,1498.6569464921624,2,2,1
2221.917356833397,18548.977126132544,8,0,2
195.5791365222793,3927.30613965705,17,0,0
398.3871040603489,1907.5348014020365,5,2,1
83.83905111937368,1038.0691150762912,11,0,0
144.07669669684515,1964.2623499675844,15,0,0
558.1246539693618,2022.834362175309,4,0,1
41.75744366235143,372.1647923333472,9,2,0
5.91983022490354,74.3224361802191,11,2,0
2242.9168130038884,16312.599543986165,9,0,2
71.4183120602105,975.8798564052958,14,0,0
55.91734008903575,50.12364550884595,1,0,0
419.749801463572,3450.234214945077,10,1,1
26.65047144034998,254.1926633000403,10,0,0
211.28566204798236,382.7776604370374,2,0,1
2530.6424478772733,23486.613982513874,8,1,2
810.4967666836111,11356.987706603892,12,0,1
1128.9148649098174,4028.1545614361585,4,1,2
173.34135703254617,2509.1905785362355,15,2,0
217.3570411075676,247.68200977673408,1,0,1
33.669974273185176,276.8061412330305,7,2,0
478.2724308857035,4384.955048470715,8,0,1
943.1543098808492,12329.851264107769,11,0,1
1590.7815894197013,16684.031198593264,9,0,2
197.41069700053987,1890.4017919211544,9,2,0
96.72009071524565,1027.1886360753329,9,2,0
470.8798771099414,4151.954207021531,10,0,1
98.56686676692264,1316.5703634816055,12,0,0
602.7470613450762,504.0657382638758,1,0,1
67.50984072165002,618.4154063892237,9,2,0
2204.238783666855,7525.399672569353,4,1,2
86.30817794736295,89.62388105739149,1,2,0
29.37878745649598,381.6274744494563,11,2,0
161.04601762891633,3019.9510548501635,19,2,0
185.98275178817113,923.8019059341357,6,0,0
678.9420200553682,9482.617654813508,14,0,1
2220.049016889824,10003.921200292269,4,1,2
1997.2000767842528,4286.81414162659,2,1,2
1928.8032526343839,10227.027201523784,6,1,2
67.37986235473451,1185.377060939521,16,2,0
674.8238827469623,8973.131849007808,14,0,1
897.4567010932802,12449.084301023424,12,0,1
584.7916797756288,4666.182085455846,8,0,1
31.811842097874965,25.567301965161715,1,0,0
2595.034408106358,23830.174360838515,8,1,2
485.7884225892534,5007.334399540734,12,0,1
2163.9982575128283,6419.659541194423,3,1,2
56.69388359516414,112.3843885892839,2,2,0
99.78530479819746,1913.1459631691487,18,2,0
2962.5530479865456,18559.49388611735,6,1,2
2880.702825076361,17508.326317832445,6,1,2
247.52986705448868,1535.3037946983472,7,1,1
1966.937302695395,7313.315225849786,4,0,2
58.95399123306864,515.4385502109136,10,2,0
351.8461275517177,2039.5643100605837,5,0,1
971.9958976691728,5656.622614845507,5,2,1
233.99890229977444,2987.101495389955,13,0,1
1961.2182969855753,10504.060842592753,5,1,2
42.17098387456377,246.9077755779927,5,2,0
1703.4047817005269,1840.5430437992486,1,1,2
529.394618574796,2361.8190494314017,5,2,1
1187.1327712176014,6053.601696333166,5,0,2
1656.2016183803992,7477.1295229040015,4,1,2
2321.7363918495985,22966.7162305678,9,0,2
31.103128432150534,500.48125976692864,16,2,0
700.8331612445827,1622.9546100559774,2,0,1
125.64816803479768,503.7235370483825,5,2,0
1805.226063406899,7303.691685676242,4,0,2
865.4368066745483,3378.400874591972,4,2,1
83.2091995991019,1538.9143091947622,17,2,0
1662.502120622656,11653.04662899531,8,0,2
916.507541900968,907.5481942820774,1,0,1
2104.5062406880193,16756.642632882806,9,1,2
153.37188920580346,1068.0727029122736,6,2,0
123.48940584767115,630.6704823008583,5,2,0
262.44675576842525,3889.1732338567413,13,1,1
829.2569123057102,7858.435037366895,9,2,1
713.7557402493252,9004.426951131754,11,2,1
2412.1971647855207,7577.538976526256,3,0,2
2996.4569622357076,2470.643567668641,1,1,2
595.1855789555879,6573.513963110634,13,0,1
1256.3641463656081,2945.5148555793626,2,1,2
118.34020485187632,647.3515534981373,5,2,0
2125.9644841327545,9184.102016362545,4,1,2
599.6675098013684,7272.0538645461575,11,2,1
166.2358583922318,2577.2620805035417,18,0,0
132.31619362953307,1910.5260641497118,18,0,0
98.09349970690664,526.4204058411192,5,2,0
36.28672513251875,72.60377943863834,2,0,0
93.05599512280214,915.7933045468154,11,2,0
26.063693780276047,309.17836967264185,13,2,0
180.37081843033977,3101.193985133045,15,2,0
2824.410680817353,14580.691139495926,6,1,2
34.65816169250918,647.8394212213531,16,2,0
2083.477143326457,8870.934827150168,5,1,2
2863.589239105967,16739.04844703851,5,1,2
2286.3350870801105,18687.79946396781,9,0,2
46.15659705952047,353.27270404764494,7,2,0
1802.6126707643925,4328.411900549362,3,0,2
87.15810656785284,266.9323271810904,3,2,0
816.7165721342967,4662.866118884696,6,1,1
180.97810269830572,2909.5010649697583,18,2,0
2721.535389909209,20398.618170767153,8,1,2
496.3589449117937,4814.844109792568,10,2,1
1973.9641646099903,16395.018519729438,7,1,2
656.3627222825371,3211.4163095130675,6,0,1
184.23165290271024,1466.7242099440934,7,2,0
2995.3347846772717,15530.614297981223,6,0,2
139.68691251471998,1843.6792140326977,15,2,0
1930.999994338115,14484.089780214563,9,0,2
344.87584555391607,2213.947943242493,6,0,1
2478.344643853445,4438.785303803011,2,1,2
802.9016660562654,11867.501653052817,13,2,1
229.10772635062375,406.2115380387065,2,2,1
2204.833924306821,4194.456078626102,2,1,2
2135.4911981875057,11123.273543810747,6,0,2
133.60448455675848,746.0090201095609,6,0,0
1833.825073437489,16751.579919476044,9,0,2
37.53370681748951,245.514128513731,7,2,0
149.52835600125957,3139.4502161497203,19,2,0
660.9119058395768,4451.148045892501,6,0,1
552.5369760359658,6993.6725751844,11,1,1
196.40651971531847,231.85354886951478,1,0,0
1013.4315683267703,7420.586900671705,8,1,2
986.3640266934518,6245.397136756625,6,0,1
504.2051566124989,3384.7645453667797,7,1,1
137.80504223837337,162.87995907991643,1,2,0
26.474262361745527,453.20007874936255,19,2,0
2462.0597462968212,17063.08208270168,8,0,2
1924.4558602873362,7164.821071300185,4,0,2
516.7525520564849,2543.514848495075,6,2,1
1132.796558086549,11563.483855574574,9,0,2
596.6375684690073,588.4654094596464,1,0,1
655.4163399716323,10794.724943171925,14,0,1
1495.8939833217696,6974.504127906299,4,1,2
84.30392322916724,897.3829683142652,12,2,0
244.1610571914809,2993.004869219793,13,0,1
892.049540458485,4619.623353677696,5,0,1
1993.9591209202556,12930.292759684207,8,1,2
1456.672463263852,15374.547761506588,9,1,2
1171.1152820367863,7541.853724193244,8,0,2
1298.4554568805129,6226.496979327088,4,0,2
782.0570116546431,5644.485858153536,9,2,1
119.60449006777063,2285.015353339747,18,2,0
69.62026723606374,67.70785475234334,1,2,0
823.116005253977,10614.090559030828,11,1,1
164.6866995787402,989.9677282124693,7,2,0
93.29286142788189,517.7910427128181,6,0,0
275.3788606090847,3957.8804875914434,12,2,1
119.68190032552842,1145.8969670028794,10,2,0
56.578772523146796,1276.7418967464403,19,2,0
987.0523106799759,5736.9588852971765,5,2,1
1644.9266371635554,14197.81534100395,8,1,2
960.5911032746454,10823.451066065532,14,2,1
2368.0002071221124,8961.212586617503,4,1,2
483.8190494628386,3154.598998537586,6,0,1
169.953213973742,1591.1637132325493,10,2,0
2180.426548689249,16776.47329822689,7,0,2
405.8324803294471,6514.832645928458,14,2,1
2096.795472069436,5093.273932897065,3,1,2
127.99117166613051,1940.6611880259927,18,0,0
157.76185106527504,2091.220230264542,13,2,0
1710.4086471920155,3177.3653987884945,2,1,2
1176.8775385493095,8401.495893186944,6,0,2
445.79515985388014,5739.657622539624,14,0,1
155.27703297069257,252.77092928515535,2,2,0
409.920947535452,2173.1971568823196,6,0,1
194.96957893921225,741.5534358504566,4,2,0
1080.3631452569407,8672.740127549956,7,0,2
1746.7670865173495,15753.310188539268,9,0,2
9.506150975271145,173.39663307232283,19,2,0
2991.1105991715526,12240.024168997817,4,1,2
1108.7639483336357,6119.079715102625,6,0,2
54.657227570114934,1219.6176118859357,19,0,0
2686.1164819315027,17901.829941867385,6,0,2
157.49647522372905,1543.708592625373,10,2,0
684.6465018211484,2675.9835975678284,4,0,1
911.3209054970714,1805.211345432185,2,2,1
2201.6097782541383,1845.9978410880753,1,0,2
415.0352700775218,422.88488878532087,1,1,1
221.23563423283608,1841.7837895132866,8,0,1
2128.592411658773,6910.024153031567,3,1,2
294.15727682375905,3160.4331187528383,12,1,1
552.4208662642102,533.4957608773555,1,1,1
152.15278878803076,1986.1145892176478,12,2,0
180.10486492950528,1592.270125119231,9,2,0
197.40424833016988,2215.357843217843,14,0,0
1072.6113522089504,2449.9850091333406,2,0,2
198.53052722900594,3503.557019655519,17,2,0
857.6765633501257,2613.109018362679,3,2,1
184.79240783662874,586.2794418419803,3,2,0
157.79242822849181,1455.448109804741,9,0,0
696.8677624928181,5119.14168754547,7,0,1
1706.5790988738936,14632.811101506668,8,1,2
123.3841242200497,1014.2946159715032,7,2,0
156.37848981842208,2171.232381581508,14,2,0
604.1040894794503,594.3682185630895,1,0,1
15.746709377866463,41.09213669265949,3,0,0
168.65354060996404,3216.0969265828426,16,2,0
93.90283605808371,1293.5013261271135,16,2,0
77.48114286115688,1172.4475748843684,18,2,0
2933.5279272840653,17173.192916051914,6,0,2
1201.044002833417,5562.670076183414,5,0,2
2887.894251725193,6702.468285997805,2,0,2
247.79964551652205,213.6783946748096,1,1,1
105.19312411131435,1146.0827954814508,13,2,0
577.5722306861488,6928.6328817362655,12,1,1
1007.2324895698819,2549.693004938093,3,0,2
1389.6753729627837,4141.529959163047,3,0,2
165.5604473665609,871.3990704746013,5,2,0
1061.989576962269,1111.975073216164,1,1,2
356.20116608987325,3777.2336282234637,11,0,1
